model,dataset,horizon,mode,well,expected,status,raw_status,summary_status,in_forecasting_summary_csv,file_path,reason,n_train,n_test,n_cv_folds,has_test_predictions,has_test_targets,cv_fold_count,mae,rmse,r2,r2_prod,mase
tcn,inner_mongolia,90,per_well,60-31,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h90_per_well_60-31.json,,1230.0,330.0,3.0,True,True,3.0,4.80936414629522,8.244603823133371,-0.23925752126718303,-0.24484191021790314,0.19762650031875018
timesfm,inner_mongolia,90,per_well,60-31,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h90_per_well_60-31.json,,1230.0,330.0,3.0,True,True,3.0,6.438445389255621,9.522754106734578,-0.6532826996029892,-0.648981677502535,1.9050693489999742
tirex,inner_mongolia,90,per_well,60-31,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h90_per_well_60-31.json,,1230.0,330.0,3.0,True,True,3.0,4.890800280744094,8.374516070540357,-0.2786197878518444,-0.2788910169749961,1.447137180424739
chronos,inner_mongolia,90,per_well,60-32,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h90_per_well_60-32.json,,1230.0,331.0,3.0,True,True,3.0,4.555917307577272,8.569949882147023,-0.5082807767604818,-0.5058183833057126,1.6019246983020403
deeponet,inner_mongolia,90,per_well,60-32,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h90_per_well_60-32.json,,1230.0,331.0,3.0,True,True,3.0,7.82616185523312,11.55105251647178,-1.740114737064804,-1.7382236809769989,0.4580397232609397
lstm,inner_mongolia,90,per_well,60-32,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h90_per_well_60-32.json,,1230.0,331.0,3.0,True,True,3.0,4.287699738974218,7.509859286187326,-0.15821512210339472,-0.1605819096180814,0.25094507859590565
patchtst,inner_mongolia,90,per_well,60-32,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h90_per_well_60-32.json,,1230.0,331.0,3.0,True,True,3.0,6.003770244569737,8.586208431675496,-0.5140090996490079,-0.509435742365207,0.3513810872063894
tcn,inner_mongolia,90,per_well,60-32,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h90_per_well_60-32.json,,1230.0,331.0,3.0,True,True,3.0,3.663417287463508,7.459157758007772,-0.14262893217602168,-0.14543981119419547,0.21440786321293695
timesfm,inner_mongolia,90,per_well,60-32,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h90_per_well_60-32.json,,1230.0,331.0,3.0,True,True,3.0,5.808772135876962,9.434711428065539,-0.8280281291552665,-0.8167303535110324,2.0424461031796675
tirex,inner_mongolia,90,per_well,60-32,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h90_per_well_60-32.json,,1230.0,331.0,3.0,True,True,3.0,4.925950295246072,8.910831898309151,-0.6306551760332793,-0.6254159574703657,1.7320335089135226
chronos,inner_mongolia,90,per_well,60-34H,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h90_per_well_60-34H.json,,2233.0,581.0,3.0,True,True,3.0,6.911026507500996,11.267820956186876,-0.3093113866603816,-0.3093113866603816,2.2692960924784606
deeponet,inner_mongolia,90,per_well,60-34H,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h90_per_well_60-34H.json,,2233.0,581.0,3.0,True,True,3.0,15.030038744761763,18.08863610078181,-2.3742302247477403,-2.3742302247477403,0.49034201308867603
lstm,inner_mongolia,90,per_well,60-34H,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h90_per_well_60-34H.json,,2233.0,581.0,3.0,True,True,3.0,9.301774072218498,12.0914822483593,-0.5077250579196224,-0.5077250579196224,0.3034623330866182
patchtst,inner_mongolia,90,per_well,60-34H,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h90_per_well_60-34H.json,,2233.0,581.0,3.0,True,True,3.0,9.47724178295606,11.676535585236435,-0.4060186517538422,-0.4060186517538422,0.3091868153701455
tcn,inner_mongolia,90,per_well,60-34H,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h90_per_well_60-34H.json,,2233.0,581.0,3.0,True,True,3.0,7.8656122960148815,10.480409196377812,-0.13271211766464241,-0.13271211766464241,0.25660879741558607
timesfm,inner_mongolia,90,per_well,60-34H,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h90_per_well_60-34H.json,,2233.0,581.0,3.0,True,True,3.0,9.734935436510497,13.062733063850493,-0.7596697737699858,-0.7596697737699858,3.1965513260043283
tirex,inner_mongolia,90,per_well,60-34H,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h90_per_well_60-34H.json,,2233.0,581.0,3.0,True,True,3.0,7.950417767932753,12.054785664061297,-0.4985873274188506,-0.4985873274188506,2.6105893176301813
chronos,spe_berg,7,multi_well,,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_multi_well.json,,42898.0,10838.0,3.0,True,True,3.0,0.7209223690219676,3.197321976147018,0.6164112310081757,0.6163963445154151,1.521535838499638
deeponet,spe_berg,7,multi_well,,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_multi_well.json,,42898.0,10838.0,3.0,True,True,3.0,1.5141410920090335,4.03834071899412,0.3880737922212507,0.3881037300661383,0.7754196219886929
lstm,spe_berg,7,multi_well,,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_multi_well.json,,42898.0,10838.0,3.0,True,True,3.0,1.154908854079283,3.7930494692888597,0.46015367241862326,0.46013178735899796,0.6173776847148423
patchtst,spe_berg,7,multi_well,,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_multi_well.json,,42898.0,10838.0,3.0,True,True,3.0,1.0013712482426438,3.0697234426305298,0.6464167859146146,0.6464888081939217,0.5063292866273464
tcn,spe_berg,7,multi_well,,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_multi_well.json,,42898.0,10838.0,3.0,True,True,3.0,1.2439012014541073,3.877198899985437,0.43593480962561104,0.43632443903767604,0.5870891545741211
timesfm,spe_berg,7,multi_well,,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_multi_well.json,,42898.0,10838.0,3.0,True,True,3.0,0.9094781427427107,3.233478387201166,0.6076866720785822,0.6076955760145861,1.8400461069477534
tirex,spe_berg,7,multi_well,,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_multi_well.json,,42898.0,10838.0,3.0,True,True,3.0,0.6900939034912336,3.0554259322747295,0.6497028062189648,0.649692350407969,1.4668251475526846
chronos,spe_berg,7,per_well,well_1,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_1.json,,1794.0,451.0,3.0,True,True,3.0,1.1554266218146758,3.5060457838124863,0.512007118106393,0.512007118106393,1.0389876115912724
deeponet,spe_berg,7,per_well,well_1,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_1.json,,1794.0,451.0,3.0,True,True,3.0,2.613827238665905,5.300084225050212,-0.11517715336719392,-0.11517715336719392,0.6029930812266403
lstm,spe_berg,7,per_well,well_1,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_1.json,,1794.0,451.0,3.0,True,True,3.0,2.7364563425394564,5.345672043221653,-0.13444368977376775,-0.13444368977376775,0.6312828243660972
patchtst,spe_berg,7,per_well,well_1,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_1.json,,1794.0,451.0,3.0,True,True,3.0,1.3363848424312772,3.1347824328231555,0.6098845683843259,0.6098845683843259,0.3082953616527117
tcn,spe_berg,7,per_well,well_1,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_1.json,,1794.0,451.0,3.0,True,True,3.0,2.743206343017955,5.320240002012427,-0.12367513211392378,-0.12367513211392378,0.6328400059298217
timesfm,spe_berg,7,per_well,well_1,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_1.json,,1794.0,451.0,3.0,True,True,3.0,1.8481846189514006,4.108888923710161,0.3297649689896116,0.3297649689896116,1.661932386505145
tirex,spe_berg,7,per_well,well_1,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_1.json,,1794.0,451.0,3.0,True,True,3.0,1.0658807581196792,3.275868408139634,0.5739787947184365,0.5739787947184365,0.9584658014721484
chronos,spe_berg,7,per_well,well_10,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_10.json,,193.0,50.0,3.0,True,True,3.0,1.596285606111799,4.537284176998926,-0.9277647196794205,-0.9277647196794205,1.0751891277076377
deeponet,spe_berg,7,per_well,well_10,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_10.json,,193.0,50.0,3.0,True,True,3.0,1.830344501222883,3.817656403254028,-0.3647582983347124,-0.3647582983347124,0.19831494922655002
lstm,spe_berg,7,per_well,well_10,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_10.json,,193.0,50.0,3.0,True,True,3.0,2.724886944634574,3.6364078125673305,-0.23824684786696704,-0.23824684786696704,0.2952372166618109
patchtst,spe_berg,7,per_well,well_10,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_10.json,,193.0,50.0,3.0,True,True,3.0,2.478234667778015,3.5423844810976926,-0.17504218924969517,-0.17504218924969517,0.26851283022595657
tcn,spe_berg,7,per_well,well_10,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_10.json,,193.0,50.0,3.0,True,True,3.0,2.611480791909354,3.5811769618172384,-0.20091876433081657,-0.20091876433081657,0.28294983829962045
timesfm,spe_berg,7,per_well,well_10,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_10.json,,193.0,50.0,3.0,True,True,3.0,2.487054262161255,5.159636494835421,-1.492873715457907,-1.492873715457907,1.6751724706759274
tirex,spe_berg,7,per_well,well_10,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_10.json,,193.0,50.0,3.0,True,True,3.0,1.5784198137692043,4.56948387441923,-0.9552233033658262,-0.9552233033658262,1.0631555006354567
chronos,spe_berg,7,per_well,well_11,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_11.json,,115.0,31.0,3.0,True,True,3.0,4.3468778468496785,7.571727323848471,0.0303325719602493,0.0303325719602493,1.4576203955119933
deeponet,spe_berg,7,per_well,well_11,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_11.json,,115.0,31.0,3.0,True,True,3.0,8.059310484591718,8.519144326589897,-0.2275094166865803,-0.2275094166865803,0.3686017318452833
lstm,spe_berg,7,per_well,well_11,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_11.json,,115.0,31.0,3.0,True,True,3.0,7.568866149621075,8.095377294573215,-0.1084269317592983,-0.1084269317592983,0.3461707023435026
patchtst,spe_berg,7,per_well,well_11,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_11.json,,115.0,31.0,3.0,True,True,3.0,5.4628873102126585,6.142450868311521,0.3618595659105336,0.3618595659105336,0.2498513647376891
tcn,spe_berg,7,per_well,well_11,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_11.json,,115.0,31.0,3.0,True,True,3.0,7.630085145273516,8.219381677189716,-0.14264461307424758,-0.14264461307424758,0.3489706227414648
timesfm,spe_berg,7,per_well,well_11,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_11.json,,115.0,31.0,3.0,True,True,3.0,5.217875622384559,7.349493950641861,0.08641754629736598,0.08641754629736598,1.7496884422332342
tirex,spe_berg,7,per_well,well_11,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_11.json,,115.0,31.0,3.0,True,True,3.0,4.228564590902373,7.306257221747487,0.09713505361971608,0.09713505361971608,1.4179469054797837
chronos,spe_berg,7,per_well,well_12,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_12.json,,3141.0,787.0,3.0,True,True,3.0,0.41568330879716914,1.6959236046961026,-0.03947477939805233,-0.03947477939805233,1.8664901698084297
deeponet,spe_berg,7,per_well,well_12,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_12.json,,3141.0,787.0,3.0,True,True,3.0,1.065645777783175,1.9748724015313122,-0.4095466959541396,-0.4095466959541396,3.848603678431637
lstm,spe_berg,7,per_well,well_12,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_12.json,,3141.0,787.0,3.0,True,True,3.0,1.1709450296685708,2.035987204850985,-0.498136810962005,-0.498136810962005,4.2288942933724405
patchtst,spe_berg,7,per_well,well_12,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_12.json,,3141.0,787.0,3.0,True,True,3.0,0.4573607714926186,1.6785111232809042,-0.01823925008291849,-0.01823925008291849,1.6517687061065505
tcn,spe_berg,7,per_well,well_12,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_12.json,,3141.0,787.0,3.0,True,True,3.0,1.1832333781537874,2.041229170630766,-0.5058611144320659,-0.5058611144320659,4.273273940125638
timesfm,spe_berg,7,per_well,well_12,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_12.json,,3141.0,787.0,3.0,True,True,3.0,0.4370759735741012,1.7039046394440074,-0.04928135917797927,-0.04928135917797927,1.9625469458856095
tirex,spe_berg,7,per_well,well_12,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_12.json,,3141.0,787.0,3.0,True,True,3.0,0.41674415237307655,1.8472236807491424,-0.23321943835418235,-0.23321943835418235,1.871253541500849
chronos,spe_berg,7,per_well,well_13,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_13.json,,387.0,99.0,3.0,True,True,3.0,0.4475586572594801,2.688406853390707,-0.005535785176620456,-0.005535785176620456,8.89298015924756
deeponet,spe_berg,7,per_well,well_13,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_13.json,,387.0,99.0,3.0,True,True,3.0,0.7479648237448578,2.7734946972842,-0.07019328858309648,-0.07019328858309648,39.940620540206154
lstm,spe_berg,7,per_well,well_13,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_13.json,,387.0,99.0,3.0,True,True,3.0,0.8616003441432166,2.8151710010982116,-0.10259775469414745,-0.10259775469414745,46.00865082189212
patchtst,spe_berg,7,per_well,well_13,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_13.json,,387.0,99.0,3.0,True,True,3.0,0.6259852210852663,2.733357670851741,-0.039442506082110196,-0.039442506082110196,33.42702408645934
tcn,spe_berg,7,per_well,well_13,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_13.json,,387.0,99.0,3.0,True,True,3.0,0.8333809749044553,2.8079108687886354,-0.09691804045945185,-0.09691804045945185,44.50176295381531
timesfm,spe_berg,7,per_well,well_13,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_13.json,,387.0,99.0,3.0,True,True,3.0,0.47317521345047725,2.6995824597992244,-0.01391311022745123,-0.01391311022745123,9.401980537767136
tirex,spe_berg,7,per_well,well_13,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_13.json,,387.0,99.0,3.0,True,True,3.0,0.4233094450371262,2.682032479668016,-0.0007730670387864347,-0.0007730670387864347,8.411148873732396
chronos,spe_berg,7,per_well,well_14,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_14.json,,388.0,99.0,3.0,True,True,3.0,0.42584126929700117,2.568613069328126,-0.0020338246839344265,-0.0020338246839344265,7.653849740555439
deeponet,spe_berg,7,per_well,well_14,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_14.json,,388.0,99.0,3.0,True,True,3.0,0.7398677591293578,2.65876284279842,-0.07360421437616038,-0.07360421437616038,33.30007294407074
lstm,spe_berg,7,per_well,well_14,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_14.json,,388.0,99.0,3.0,True,True,3.0,0.8028666360725744,2.68839330875212,-0.0976670250526055,-0.0976670250526055,36.135535324634965
patchtst,spe_berg,7,per_well,well_14,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_14.json,,388.0,99.0,3.0,True,True,3.0,0.5196574293345771,2.5926601088381274,-0.020883483042616335,-0.020883483042616335,23.38881521629351
tcn,spe_berg,7,per_well,well_14,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_14.json,,388.0,99.0,3.0,True,True,3.0,0.7771807487564858,2.6808792800314833,-0.09153966628436727,-0.09153966628436727,34.97946126855573
timesfm,spe_berg,7,per_well,well_14,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_14.json,,388.0,99.0,3.0,True,True,3.0,0.4479435960107723,2.5789248763100097,-0.010095389273321098,-0.010095389273321098,8.051105478269962
tirex,spe_berg,7,per_well,well_14,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_14.json,,388.0,99.0,3.0,True,True,3.0,0.39935870303048027,2.562385910539253,0.00281880191446493,0.00281880191446493,7.177865852749381
chronos,spe_berg,7,per_well,well_15,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_15.json,,1831.0,460.0,3.0,True,True,3.0,1.8859139475520668,4.790768742340322,-0.26781933096542887,-0.2687186578032432,5.55914179962679
deeponet,spe_berg,7,per_well,well_15,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_15.json,,1831.0,460.0,3.0,True,True,3.0,1.6865381598611426,4.412584721139448,-0.07555610069544083,-0.07629563939934614,3.3596018047528733
lstm,spe_berg,7,per_well,well_15,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_15.json,,1831.0,460.0,3.0,True,True,3.0,2.166553925195281,4.769897644716472,-0.2567968218707086,-0.2577744902067143,4.315798272705415
patchtst,spe_berg,7,per_well,well_15,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_15.json,,1831.0,460.0,3.0,True,True,3.0,2.013785243446227,4.223076121036448,0.014844528913473098,0.015528247709458043,4.011481447193388
tcn,spe_berg,7,per_well,well_15,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_15.json,,1831.0,460.0,3.0,True,True,3.0,2.252583447353255,4.813973857760053,-0.28013098394158176,-0.2811110057308934,4.487169988319459
timesfm,spe_berg,7,per_well,well_15,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_15.json,,1831.0,460.0,3.0,True,True,3.0,1.8310013980627846,4.2255711161432545,0.013680123389000154,0.013674709895976411,5.3972751091629005
tirex,spe_berg,7,per_well,well_15,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_15.json,,1831.0,460.0,3.0,True,True,3.0,1.6541312405605286,4.206772412709659,0.022436473993694084,0.021787495126781797,4.8759118269444155
chronos,spe_berg,7,per_well,well_16,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_16.json,,656.0,166.0,3.0,True,True,3.0,0.02249961917043348,0.03376168783161986,0.923792855409514,0.923792855409514,0.01570075899037692
deeponet,spe_berg,7,per_well,well_16,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_16.json,,656.0,166.0,3.0,True,True,3.0,0.8552375307591975,0.8665263667690043,-49.20083889832548,-49.20083889832548,0.12304664586846117
lstm,spe_berg,7,per_well,well_16,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_16.json,,656.0,166.0,3.0,True,True,3.0,0.3499127067817878,0.39576129695242995,-9.471624288750979,-9.471624288750979,0.05034342316342541
patchtst,spe_berg,7,per_well,well_16,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_16.json,,656.0,166.0,3.0,True,True,3.0,0.08451500386256154,0.09764424505101561,0.3625579420214521,0.3625579420214521,0.012159531565010661
tcn,spe_berg,7,per_well,well_16,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_16.json,,656.0,166.0,3.0,True,True,3.0,0.5122230368924429,0.528356230869888,-17.663843209287755,-17.663843209287755,0.07369569781417631
timesfm,spe_berg,7,per_well,well_16,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_16.json,,656.0,166.0,3.0,True,True,3.0,0.02730156529996153,0.0423606590371267,0.880029959443473,0.880029959443473,0.019051668989936734
tirex,spe_berg,7,per_well,well_16,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_16.json,,656.0,166.0,3.0,True,True,3.0,0.01804474432168852,0.028286088216925846,0.9465074658786388,0.9465074658786388,0.01259204342489969
chronos,spe_berg,7,per_well,well_17,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_17.json,,656.0,166.0,3.0,True,True,3.0,0.019500220704201782,0.02880708216787513,0.9364493024913085,0.9364493024913085,0.01315627020965973
deeponet,spe_berg,7,per_well,well_17,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_17.json,,656.0,166.0,3.0,True,True,3.0,0.33944510146590806,0.36140850999092106,-9.002730016261866,-9.002730016261866,0.04687615215761117
lstm,spe_berg,7,per_well,well_17,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_17.json,,656.0,166.0,3.0,True,True,3.0,0.2191664799663163,0.27404250553410864,-4.751189224662283,-4.751189224662283,0.030266105530413475
patchtst,spe_berg,7,per_well,well_17,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_17.json,,656.0,166.0,3.0,True,True,3.0,0.06324373290789106,0.06975144825890332,0.6274125206616268,0.6274125206616268,0.008733732889362
tcn,spe_berg,7,per_well,well_17,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_17.json,,656.0,166.0,3.0,True,True,3.0,0.32617703844470947,0.4073078661067809,-11.704787126949169,-11.704787126949169,0.04504388019866247
timesfm,spe_berg,7,per_well,well_17,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_17.json,,656.0,166.0,3.0,True,True,3.0,0.023930222975817893,0.03348121231453418,0.9141531965569513,0.9141531965569513,0.016145072633943557
tirex,spe_berg,7,per_well,well_17,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_17.json,,656.0,166.0,3.0,True,True,3.0,0.01647498223949833,0.024634470971902068,0.9535261920265896,0.9535261920265896,0.01111522383926051
chronos,spe_berg,7,per_well,well_18,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_18.json,,656.0,166.0,3.0,True,True,3.0,0.023605891533849982,0.036909246836007104,0.8616108641064497,0.8616108641064497,0.015219187369301041
deeponet,spe_berg,7,per_well,well_18,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_18.json,,656.0,166.0,3.0,True,True,3.0,0.4969603280807732,0.5079274022437229,-25.208061765992603,-25.208061765992603,0.06379729905647967
lstm,spe_berg,7,per_well,well_18,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_18.json,,656.0,166.0,3.0,True,True,3.0,0.1788345664585724,0.21270158241114728,-3.5959263326063065,-3.5959263326063065,0.022957893564773745
patchtst,spe_berg,7,per_well,well_18,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_18.json,,656.0,166.0,3.0,True,True,3.0,0.10139585064528527,0.10775604592514139,-0.17954607681378887,-0.17954607681378887,0.013016695782710466
tcn,spe_berg,7,per_well,well_18,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_18.json,,656.0,166.0,3.0,True,True,3.0,0.3980839199125254,0.4702887108226332,-21.467809065087,-21.467809065087,0.051104036787635185
timesfm,spe_berg,7,per_well,well_18,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_18.json,,656.0,166.0,3.0,True,True,3.0,0.024580543812704168,0.038236313617647795,0.8514804374305164,0.8514804374305164,0.01584756506181596
tirex,spe_berg,7,per_well,well_18,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_18.json,,656.0,166.0,3.0,True,True,3.0,0.01857680328536567,0.030035194817711004,0.9083584264285093,0.9083584264285093,0.011976834237216233
chronos,spe_berg,7,per_well,well_19,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_19.json,,250.0,65.0,3.0,True,True,3.0,0.028859240144163696,0.044485614029803375,0.7309148762536004,0.7309148762536004,0.07022935863303162
deeponet,spe_berg,7,per_well,well_19,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_19.json,,250.0,65.0,3.0,True,True,3.0,0.408072874048254,0.42408098256843274,-23.453898464172795,-23.453898464172795,0.5144455229332808
lstm,spe_berg,7,per_well,well_19,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_19.json,,250.0,65.0,3.0,True,True,3.0,0.5021378485711067,0.5188328170842658,-35.602047986233586,-35.602047986233586,0.6330304818599859
patchtst,spe_berg,7,per_well,well_19,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_19.json,,250.0,65.0,3.0,True,True,3.0,0.3900766013742803,0.5368247442240524,-38.18461295764246,-38.18461295764246,0.49175814894841374
tcn,spe_berg,7,per_well,well_19,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_19.json,,250.0,65.0,3.0,True,True,3.0,0.5975722616845435,0.6048612119492824,-48.746436968535235,-48.746436968535235,0.7533418519173039
timesfm,spe_berg,7,per_well,well_19,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_19.json,,250.0,65.0,3.0,True,True,3.0,0.07101923188010414,0.1040655036562465,-0.4725297937805726,-0.4725297937805726,0.17282627957752839
tirex,spe_berg,7,per_well,well_19,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_19.json,,250.0,65.0,3.0,True,True,3.0,0.03053811775459038,0.044599040735654065,0.7295409332071273,0.7295409332071273,0.07431493043653828
chronos,spe_berg,7,per_well,well_2,True,ok,ok,ok,True,/app/results/chronos/spe_berg_h7_per_well_well_2.json,,115.0,31.0,3.0,True,True,3.0,3.400906673774192,6.688034568581782,-0.5730265788948794,-0.5730265788948794,1.122704709874955
deeponet,spe_berg,7,per_well,well_2,True,ok,ok,ok,True,/app/results/deeponet/spe_berg_h7_per_well_well_2.json,,115.0,31.0,3.0,True,True,3.0,12.810811288895145,13.540417412457577,-5.447675096169604,-5.447675096169604,0.784178427934465
lstm,spe_berg,7,per_well,well_2,True,ok,ok,ok,True,/app/results/lstm/spe_berg_h7_per_well_well_2.json,,115.0,31.0,3.0,True,True,3.0,12.558633307707474,13.239297563492624,-5.164089365823123,-5.164089365823123,0.7687420493642138
patchtst,spe_berg,7,per_well,well_2,True,ok,ok,ok,True,/app/results/patchtst/spe_berg_h7_per_well_well_2.json,,115.0,31.0,3.0,True,True,3.0,14.864441722219441,15.8965129786691,-7.8867462083682085,-7.8867462083682085,0.9098857425179359
tcn,spe_berg,7,per_well,well_2,True,ok,ok,ok,True,/app/results/tcn/spe_berg_h7_per_well_well_2.json,,115.0,31.0,3.0,True,True,3.0,12.234117688121884,12.84213785778017,-4.799809045767698,-4.799809045767698,0.7488777220653332
timesfm,spe_berg,7,per_well,well_2,True,ok,ok,ok,True,/app/results/timesfm/spe_berg_h7_per_well_well_2.json,,115.0,31.0,3.0,True,True,3.0,5.520200442059249,7.696644374347838,-1.0832523628936315,-1.0832523628936315,1.8223243476645965
tirex,spe_berg,7,per_well,well_2,True,ok,ok,ok,True,/app/results/tirex/spe_berg_h7_per_well_well_2.json,,115.0,31.0,3.0,True,True,3.0,3.3882220027633525,6.666827859916493,-0.5630667533553975,-0.5630667533553975,1.1185172559830552
