dataset,horizon,mode,well,chronos,deeponet,lstm,patchtst,tcn,timesfm,tirex
ganymede,7,multi_well,,0.19011855525354193,0.4499601913050618,0.3450095502097011,0.6639178547851873,0.3567867328358021,0.21532587300690156,0.1877379353285572
ganymede,7,per_well,49_22-Z01Z,6.4120434203016315e-09,0.19816922161841383,0.028586851067019973,3.898120564476694,0.0839951408047248,0.0011786843858059774,2.3488518447155566e-09
ganymede,7,per_well,49_22-Z02Z,0.4228083768510604,3.665744323241857,0.6515044048645193,1.2615877315102308,0.7856489125555888,0.4789916985826845,0.4164972947214256
ganymede,7,per_well,49_22-Z04,0.37771264571383034,5.485957956765985,3.881928329187435,1.7096011437154282,6.568684177422938,0.4199336971941901,0.3693843086903259
ganymede,7,per_well,49_22-Z05Z,8.762822574452898e-09,0.11258629336978017,0.043424481394026763,6.262117422817334,0.0827312245683008,0.0016108642701210885,3.2593694334758814e-09
ganymede,7,per_well,49_22-Z06,1.476865347819844e-06,0.07587245631455734,0.012972920001574134,0.17159454319936204,0.13928963511218262,0.0013877791488759986,1.58230800821997e-06
ganymede,7,per_well,49_22-Z07,1.3523177317040806,5.860596254347207,3.971800691281027,3.0969522448420475,4.413447321975216,1.498863448180109,1.335298023092404
ganymede,7,per_well,49_22-Z08,7.342634821116295e-08,0.6498215086608052,0.34208890164449723,0.131568200646029,2.7232801849289805,0.013497920312076687,2.7309492896940917e-08
ganymede,14,multi_well,,0.14264029112222165,0.31351624466031336,0.2304663361196613,0.47936498821229745,0.21381325268219933,0.15496531564885954,0.14108165741343617
ganymede,14,per_well,49_22-Z01Z,5.46870262399828e-06,0.01868289294762615,0.00756813572690249,2.4336311843296685,0.04645456809850854,0.0007540992929824023,1.3106393824372166e-09
ganymede,14,per_well,49_22-Z02Z,0.3088622943352185,2.04829307204895,0.3745511805308289,0.705138424810048,0.5150486858204731,0.34085616850598777,0.31002490946408534
ganymede,14,per_well,49_22-Z04,0.24088098832785423,2.408408507809716,2.1129637181774483,0.9300704001778829,3.12023537781955,0.2539421965705822,0.23364052261188514
ganymede,14,per_well,49_22-Z05Z,7.434845602473835e-06,0.03393939986648065,0.0294010850360045,3.872255391783444,0.053323287099375324,0.0010251856934737995,1.6938528427320648e-09
ganymede,14,per_well,49_22-Z06,7.213083123683606e-06,0.040700415569908166,0.006450433643295026,0.051756760985303296,0.0710193893187763,0.0008568612676376359,8.783337198787215e-07
ganymede,14,per_well,49_22-Z07,0.8800426812750449,3.7321311654324387,1.9194736937342238,1.980908060613807,1.9036094528542613,0.9237754723559652,0.8525782459456323
ganymede,14,per_well,49_22-Z08,7.18091022129536e-05,1.0048540364314777,0.17769731654864898,0.05208866760148365,0.3942804342076415,0.005761892069524349,9.531243282547828e-09
ganymede,30,multi_well,,0.16256881102359,0.25162813870456313,0.21948127633518427,0.3937634699191994,0.22396728166974678,0.16619421095118853,0.15462826646440572
ganymede,30,per_well,49_22-Z01Z,0.003721275763499645,0.03888133298403276,0.010036237606195243,2.3036051867728773,0.15312547214476324,0.0006846148936208951,1.1879647270758345e-09
ganymede,30,per_well,49_22-Z02Z,0.3506020881587035,1.1223314585437891,0.412761746905489,0.69288207419648,0.6000426722708548,0.3651841083369805,0.3399841076429083
ganymede,30,per_well,49_22-Z04,0.2561385399664468,2.5989086911569945,1.693925310188972,0.8499680730016351,3.266540952605122,0.2498983490993974,0.24254686619708202
ganymede,30,per_well,49_22-Z05Z,0.005037041938514121,0.07240246497945592,0.015070035901394288,3.684022591699999,0.1527523771945106,0.0009266453554418705,1.5996188723283032e-09
ganymede,30,per_well,49_22-Z06,0.004075896979527538,0.028680883739558634,0.06704548377637184,0.045164964712662535,0.050545379559972785,0.000772089616137489,7.968988503498914e-07
ganymede,30,per_well,49_22-Z07,0.8861697943114555,2.9767252931751726,1.7427703868978153,2.0623588916441498,1.713253169261383,0.9185527377707663,0.8472749486032055
ganymede,30,per_well,49_22-Z08,0.028486954291038154,0.7577685679090691,0.08508564941636676,0.21352277275778533,0.37117223459611076,0.0048786440456677505,8.421020736856673e-09
ganymede,90,multi_well,,0.4382742752747089,0.2593056046016142,0.2205371055760401,0.46202168894659995,0.26043823164220303,0.18606247943925958,0.1719938954523763
ganymede,90,per_well,49_22-Z01Z,0.29330576363266314,0.0656227974399309,0.008378196698015384,2.2431513226453017,0.13473344819961394,0.0008917560557157488,8.31002231924795e-08
ganymede,90,per_well,49_22-Z02Z,0.41031487864749605,1.2187986344044963,0.5056612637165996,0.6715727812335611,0.5150789504207607,0.3877152319552034,0.37154387620151347
ganymede,90,per_well,49_22-Z04,0.5700441804963676,3.006727483063239,1.723222200652043,0.9661690767438669,3.2919980942183757,0.30342559944550473,0.28752091383978834
ganymede,90,per_well,49_22-Z05Z,0.39124933671426204,0.03403643586917316,0.011274443940823711,3.5043090679460303,0.08083547848927278,0.0011895424900668409,1.1034587995553478e-07
ganymede,90,per_well,49_22-Z06,0.31373994890126905,0.02877896002786687,0.020769465914881064,0.04437511926024659,0.05870626081754539,0.000998321454324743,8.915535241068316e-07
ganymede,90,per_well,49_22-Z07,1.3941349671557015,2.784577561858389,2.189073848102486,2.222601461744466,2.1570009138808452,1.1681473133027722,0.9847515761316701
ganymede,90,per_well,49_22-Z08,2.067502168016373,0.19635079398560928,0.08391254002799264,0.156235521805123,0.4027899861390967,0.006220426406168206,5.770567327779998e-07
inner_mongolia,7,multi_well,,5.079483602781051,9.05068996168856,6.666043286583422,6.562415656045679,7.528857944029486,6.323816706328826,5.038834087978233
inner_mongolia,7,per_well,54-16X,2.5157471175087878,5.488559178467124,6.469639768799437,6.128433175473317,4.121184174473667,4.307234738524057,2.679321151173384
inner_mongolia,7,per_well,54-21X,6.181366053409697,25.39578961391537,13.074125212066914,8.776054746364554,12.867681649995765,7.325399921894236,6.14814928913522
inner_mongolia,7,per_well,54-22X,5.711779325044049,18.836572552088526,12.999387889190917,10.517588867078969,18.471002322754575,8.556935653133904,5.61121631379852
inner_mongolia,7,per_well,55-15,2.7421373481336846,4.853875624285437,2.7909684140761577,3.6664195513510647,3.491817392260566,3.074370200979651,2.93268791837606
inner_mongolia,7,per_well,55-16X,4.356306239839095,21.606959711670253,9.230719243336274,6.850057432897107,14.224045981983366,5.248230190517439,4.640029197489662
inner_mongolia,7,per_well,55-21,7.84849190587317,17.454702331554216,9.306477512619868,8.845354923511751,10.85046491184006,8.999803460976041,7.120265967965326
inner_mongolia,7,per_well,55-22,6.627243986222238,16.781629133682994,9.899909624819282,11.94408407903501,14.555519667095355,9.013342352365557,6.572004982582803
inner_mongolia,7,per_well,56-21,2.440342882022848,20.30330580799187,7.025018814814889,5.196118441332188,6.805686249686239,3.1122674551233462,2.8207120589562975
inner_mongolia,7,per_well,56-23,3.3576533230319345,24.996947376624806,13.888929989217809,5.401920442845561,19.07437288392692,5.494413136126921,3.2181192082730745
inner_mongolia,7,per_well,57-14X,0.6700776342688948,0.8833148983059846,0.6458555008967526,2.4869161236391477,0.7399419646689412,2.8299525893473767,0.5298306255501813
inner_mongolia,7,per_well,57-15X,0.7334644909562302,1.1632066698774128,0.46462470115924626,2.1713740201997473,0.5541730925106,2.522717907437914,0.49720287249626216
inner_mongolia,7,per_well,57-21X,2.881570271762296,11.210353605844167,11.705756899088138,4.833036617354049,5.184430196439685,3.7391106182006797,3.432700103855635
inner_mongolia,7,per_well,57-22X,4.016092968694841,13.409398118710266,7.637044672872211,6.104978591451495,5.4140257084582615,4.930812996176608,5.086676605995919
inner_mongolia,7,per_well,57-23X,7.787277978503109,15.687626353838201,9.490039706314475,10.33736880973968,12.945804497413828,8.36579951389147,7.999898916290859
inner_mongolia,7,per_well,58-18X,2.2217770991152044,7.462112389335781,2.7678907715599355,3.8326384610084556,3.414269759941961,3.4738542808297175,2.499679348941171
inner_mongolia,7,per_well,58-24X,5.576124979672089,12.648332379900404,8.311286067411432,8.182295777337787,8.92972548245878,6.002221011489205,5.590779545916073
inner_mongolia,7,per_well,58-25,9.40961754085512,17.48275735066361,15.090501731627079,12.51384261419336,16.52742133936233,11.890715895171985,9.31574720855346
inner_mongolia,7,per_well,59-18X,2.5359672486095053,13.859248144742377,4.194592599116108,3.3516919088844785,6.3537654482899475,2.829872043109901,2.516285149968268
inner_mongolia,7,per_well,59-19X,4.763183713282421,8.27589705703283,5.745883442939332,8.638007966590973,5.696741676946454,4.7396730296338,3.74362037420078
inner_mongolia,7,per_well,59-20,7.2706090327117225,22.32826333995024,13.140589221844706,10.449387331255956,16.500064301049974,7.686914804536051,6.5279317897333575
inner_mongolia,7,per_well,59-24X,5.385668607063462,17.973631587884732,11.167054365679913,10.253412157739948,16.06937640586447,7.582067979991589,5.380693095538936
inner_mongolia,7,per_well,59-31X,4.369525163250257,22.618083838990074,6.173581023362193,7.397055369842564,7.041990990595308,5.235423274002803,4.367926371796215
inner_mongolia,7,per_well,59-32X,3.374283595716427,12.272253166649039,7.363779875200048,5.5782536185354825,6.714993102429704,3.6646581749187073,3.452176463818825
inner_mongolia,7,per_well,60-28X,2.111793098858041,12.109130845867535,3.7472842266011908,2.252596643421589,2.818828364746696,2.0601584125619814,1.8390211538640475
inner_mongolia,7,per_well,60-29X,1.4085088819073355,10.428091328122827,6.119810913399248,4.120061281175781,2.4270584000125797,1.7736966058477015,1.6323432203480999
inner_mongolia,7,per_well,60-30X,3.5694730867952535,14.10859033087846,10.132947778808521,7.891692269157573,14.164052378696978,5.110626763835618,3.6549780233246496
inner_mongolia,7,per_well,60-31,5.222326544781695,8.925278048203454,13.801770604995454,8.14847065429372,8.23776027271897,5.854965239816913,4.6565481670922555
inner_mongolia,7,per_well,60-32,2.137097006976734,9.602322149948922,5.828916542670498,5.454380493334996,5.5565100609237525,3.5198125377084923,2.7287524716946425
inner_mongolia,7,per_well,60-34H,4.523677588923583,18.87729849469883,13.227765641485918,8.963937595515345,14.793040072803025,6.789463849151731,4.614055269525748
inner_mongolia,14,multi_well,,1.5547408150383388,2.748728262015729,2.012451257936503,1.9750170269384681,2.2148247679882305,1.8661883165517792,1.5720507634394276
inner_mongolia,14,per_well,54-16X,0.8977053686466517,2.716287084919666,1.5406764812943485,1.6898427492347745,1.4726471602339197,1.722822830853991,0.8883078923270364
inner_mongolia,14,per_well,54-21X,1.8136400398334724,5.491678594819474,2.7671415360091354,2.1585111509622696,2.6157840596891755,1.9625865938953908,1.7869780415027654
inner_mongolia,14,per_well,54-22X,2.0888266782083655,8.744856526195324,4.337652049476061,3.790324967536969,4.8635933592941125,2.7645743735692663,2.0193163654550106
inner_mongolia,14,per_well,55-15,0.7641269278626204,2.479888568178366,0.8153629058876425,1.0617131836993823,0.9381094995547615,0.892518872415723,0.8234095499149472
inner_mongolia,14,per_well,55-16X,1.188714791499831,4.878591143068308,2.1922817557045895,1.6933273121001997,3.1609980339573926,1.4000114334282094,1.3138574742113363
inner_mongolia,14,per_well,55-21,2.265811078186658,3.949140154175609,2.5886450662627527,2.3919040998037446,2.6695389209546714,2.5765377222974326,2.212755279898018
inner_mongolia,14,per_well,55-22,2.0089111625519642,5.759491328818113,2.895333132812278,3.267937206041983,3.879506665185223,2.6377019940108215,2.0486205237221884
inner_mongolia,14,per_well,56-21,0.6659467829914699,8.053805903170286,4.216801820855474,1.1717923581828054,1.7928702216124281,0.9091774909346662,0.7232578776736388
inner_mongolia,14,per_well,56-23,1.029982185901688,6.524481862304038,4.2906287285829245,1.4769856075888135,3.545003004365164,1.5115437626879846,1.0266965230215206
inner_mongolia,14,per_well,57-14X,0.9397244645957725,0.4550822893545044,0.7620356072522817,2.189599724046398,0.7389824746280652,16.327437696913826,0.6689170435571109
inner_mongolia,14,per_well,57-15X,0.8176802547550323,0.6203684486172325,0.6144268252343237,1.8441583430018893,0.5916791610913995,14.088058812441952,0.5971723966968342
inner_mongolia,14,per_well,57-21X,0.977092038332972,6.5268319378973505,3.736194303910892,1.5860273030646552,1.3923696890452832,1.256769554503135,1.0784600192592275
inner_mongolia,14,per_well,57-22X,1.2467340995338594,4.173530216069511,2.433034660488077,2.21400465184084,2.089746559240751,1.7132646876691136,1.4551572947559872
inner_mongolia,14,per_well,57-23X,2.189500278870991,3.8515422458291493,2.472803645987965,2.9379751556863574,3.2717960148684453,2.294292068003562,2.1896643976073005
inner_mongolia,14,per_well,58-18X,0.6773978061935136,1.9679543092476393,0.6655600000709468,0.871901601527314,0.6190308250515454,0.7968248942262187,0.7470770457633417
inner_mongolia,14,per_well,58-24X,1.6742365223880644,3.9813539081061,1.911821041720015,2.450610078013252,1.997326430331101,1.707903425235239,1.8066491743976167
inner_mongolia,14,per_well,58-25,3.0809162620860606,7.6959246621029544,4.3368866525368,3.954491928204953,4.351035605510055,3.6853934966430772,3.1823133716922447
inner_mongolia,14,per_well,59-18X,0.8419516474642147,3.335906365457971,0.9765626394334452,1.0628052174221516,1.5460404147574378,0.7500698697670553,0.8194311784798352
inner_mongolia,14,per_well,59-19X,1.437971332042746,3.383203077137195,1.4210296044219721,2.2859258899814363,1.7705886213058082,1.4229136345581133,1.1026544625463865
inner_mongolia,14,per_well,59-20,2.2054806139507517,6.12405773937458,3.583035635916998,3.1659948738082426,4.001685319202134,2.1844513501100096,1.972042394178752
inner_mongolia,14,per_well,59-24X,1.9260304674298208,5.769306067814761,3.4671420308422767,3.277783720564956,4.0875054743604,2.666053451585774,2.1389791887355556
inner_mongolia,14,per_well,59-31X,1.3166488343513207,4.182358982355586,1.2306653532922223,1.7860799879191844,1.4240452224946634,1.3858136796575458,1.2369114785644566
inner_mongolia,14,per_well,59-32X,0.9398678639328789,4.028953512846877,1.7278211085439448,2.0087970807753575,1.6077204864369208,0.9675316736695243,0.9980880611226073
inner_mongolia,14,per_well,60-28X,0.6147424783762161,4.617035019228519,2.1731914500506786,0.691522607636738,0.825110358609111,0.6196511137313222,0.6026258587190078
inner_mongolia,14,per_well,60-29X,0.3413304857474061,3.400436431722249,0.906507854174543,1.1995874570577703,0.6952284813018011,0.4070730908905108,0.36131411802138513
inner_mongolia,14,per_well,60-30X,1.0525055905805267,5.165657652334569,3.5708720485282766,2.0429432496536544,3.361067946239457,1.3744026660204187,1.025886214060357
inner_mongolia,14,per_well,60-31,1.4077354630173695,4.825888499689607,2.4947482845646585,2.12029834425416,1.5582479388800776,1.5949423855469649,1.3434179584572294
inner_mongolia,14,per_well,60-32,0.7444464974406199,2.2194696462718153,1.2290986216900879,1.5425812741191787,1.393312973138103,1.1565405232419539,0.9145445843303478
inner_mongolia,14,per_well,60-34H,1.314593866324074,5.5322166345837465,3.1537531157502987,2.2108859002088184,3.339286796976152,1.8936980193535975,1.3817863411253146
inner_mongolia,30,multi_well,,1.5652275084252558,2.5755260948014542,2.0291015472622775,2.091359651483936,2.046476153948396,1.819917758391334,1.531758373650217
inner_mongolia,30,per_well,54-16X,1.0623392437277004,6.916335434420845,1.356087583646017,2.1640611249286836,1.2113373297239893,2.0409662769739025,1.0835583720474946
inner_mongolia,30,per_well,54-21X,1.9246767038865806,3.4048048089597147,2.5367916295737314,2.2076673963356686,2.3812141218547276,2.059270384159875,1.7948269142971984
inner_mongolia,30,per_well,54-22X,2.8554252792919224,4.169215860630892,3.6212108427007506,3.370113214421927,4.131634248964808,2.8831769808356182,2.591119098170902
inner_mongolia,30,per_well,55-15,0.6525765200292377,2.0579541512470287,0.7649582892134251,1.1598354186739597,0.8688578653707468,0.7940143505001973,0.6650019037082674
inner_mongolia,30,per_well,55-16X,1.0059409112467363,3.590641660181799,2.684019821088616,1.5311969417190463,2.527865202496427,1.1832404596494135,1.0685660366068623
inner_mongolia,30,per_well,55-21,2.0991755172526894,3.4001913585480112,2.371538007305949,2.181036775474863,2.295056540006029,2.3682071635474395,1.9611287203722962
inner_mongolia,30,per_well,55-22,2.0209669416189215,5.650005134156249,3.141037801534551,2.6804384061793427,3.0981287597018228,2.5522029798925714,2.093195323802852
inner_mongolia,30,per_well,56-21,0.7453824503622614,7.637054354557704,1.247362658101041,1.194829990564177,0.8443784048386461,0.8860963003786652,0.7021173333316799
inner_mongolia,30,per_well,56-23,1.021555142901064,4.584590682423018,2.923197660906535,1.4942938117235731,3.048374196712547,1.4942455119171092,1.0611773190187754
inner_mongolia,30,per_well,57-14X,0.6609231509733602,0.8584537519405259,0.6114599653589416,1.3444868125290237,0.7145681741684694,15.10455590280495,0.5073556333116446
inner_mongolia,30,per_well,57-15X,0.440661799342947,0.4706882676471227,0.4301355559572104,1.0647535033047149,0.44629375636442575,12.49286911956561,0.4370271705991983
inner_mongolia,30,per_well,57-21X,1.1178180726658187,7.229381442979471,2.685054141349295,1.5857333352110239,1.3718579006950586,1.4760017448775626,1.1953199352322155
