model,scenario_count,mean_mase,median_mase,mean_rank
lstm,31,15.102390254180158,0.4187416706841596,2.5161290322580645
patchtst,31,15.137461248567494,0.32592544832109005,2.838709677419355
tcn,31,15.256744505898777,0.3915827968441303,3.2903225806451615
tirex,31,1.8624877267926012,1.3454112105390896,4.032258064516129
deeponet,31,15.387888757518333,0.7432243407965478,4.67741935483871
chronos,31,1.8561900255263397,1.3586560400513101,4.709677419354839
timesfm,31,3.1762203982479797,1.8777019302049567,5.935483870967742
