dataset,horizon,mode,well,chronos,deeponet,lstm,patchtst,tcn,timesfm,tirex
ganymede,7,multi_well,,0.7387824579862841,1.2238618699262742,0.8725664022740931,1.0046552985116657,3.9822124845466234,0.7396909341343113,0.6583901986635277
ganymede,7,per_well,49_22-Z01Z,0.024101464546843282,0.23176805052342642,0.07968140310400725,7.9831953048706055,0.5240683434524923,0.025267652598049077,0.023912404320560587
ganymede,7,per_well,49_22-Z02Z,1.7011222148911151,2.031636012762285,1.6625108606159413,2.5222099666668814,3.3939549774709445,1.8460925960905012,1.646598393518059
ganymede,7,per_well,49_22-Z04,0.5164067492479097,3.7003247077039476,0.5823521351078507,1.128540985066094,1.970124219463608,0.5311287736742661,0.48321595706149967
ganymede,7,per_well,49_22-Z05Z,0.2530046650712459,0.1432274409702846,0.09263011387416295,9.578765051705497,0.8236203544779798,0.2642465420183449,0.23638801622563166
ganymede,7,per_well,49_22-Z06,0.2991139839841269,0.10741474243570544,0.1551557441956889,13.327504456171834,3.921411481426206,0.3534315811998601,0.2952284830840996
ganymede,7,per_well,49_22-Z07,1.4567464316154166,1.3823713534412505,0.8661406817916508,1.0317834725446913,2.1753734694742057,1.484654511579332,1.3808889459603035
ganymede,7,per_well,49_22-Z08,0.8382748499817911,0.07116496666545954,0.052060760223579604,4.180047920772007,3.5539004726069314,0.7071376007158375,0.7379047935764569
ganymede,14,multi_well,,0.8350535082988276,1.792279249114373,0.5350972593450118,1.0919368243995817,2.368669726906369,0.8681116035965305,0.7486746819715937
ganymede,14,per_well,49_22-Z01Z,0.020791449204358266,0.13442980363665724,0.02294484638509863,7.931374617985317,,0.02191825655399015,0.02073037279785049
ganymede,14,per_well,49_22-Z02Z,1.944932309177319,5.792253804291886,1.7963825339601436,2.7046663265683,,2.1353421977768674,1.9267342646848702
ganymede,14,per_well,49_22-Z04,0.576262620733933,3.281580294512306,0.7137166640202189,1.1995030838037402,,0.5990083381629382,0.548120403532076
ganymede,14,per_well,49_22-Z05Z,0.29080781041675263,0.05043234143938337,0.23742893763950892,9.528286933898926,,0.3191878799511173,0.2785544712685902
ganymede,14,per_well,49_22-Z06,0.14910751689690654,0.1750709951002244,0.18183871436257826,13.264670421420599,,0.16243234004292773,0.1554199037679387
ganymede,14,per_well,49_22-Z07,1.5529522479391842,1.6261042010460829,1.0417560922781435,1.1463407959191405,,1.651859027992768,1.501392119428905
ganymede,14,per_well,49_22-Z08,0.5425624409593979,0.18440158565873704,0.18932157282997716,4.156349079949515,,0.4998171762646808,0.5210652656474741
ganymede,30,multi_well,,0.885937948902927,0.999329182904978,0.5780603665294813,0.9839957196647481,2.6234266284298644,0.9489694364765345,0.8038471200274764
ganymede,30,per_well,49_22-Z01Z,0.018754734145918047,0.0722314290954295,0.15585943309162392,7.822298335065745,,0.019897222442984024,0.019079493182568737
ganymede,30,per_well,49_22-Z02Z,2.175184237914366,3.909196347796608,2.063181348322356,2.808040468749118,,2.331959555331622,2.1123274445086784
ganymede,30,per_well,49_22-Z04,0.659752907321772,4.468670412443895,0.6744941369870487,1.0788211280841071,,0.6396195489838027,0.6163628730757892
ganymede,30,per_well,49_22-Z05Z,0.31693270621060643,0.2452304204305013,0.19689776102701823,5.524211884780083,,0.3891378105021183,0.32401714880082466
ganymede,30,per_well,49_22-Z06,0.08752423305136489,0.11868143705720696,0.19609694470425262,5.410661728949774,,0.09358278344993042,0.09184613523697664
ganymede,30,per_well,49_22-Z07,1.580119414542509,2.1393427015667275,1.3586578377283838,2.8376629991112425,,1.7188657080295766,1.5623006175648995
ganymede,30,per_well,49_22-Z08,0.08867748868899009,0.3042647002087246,0.06083262553522037,2.231393907721479,,0.09726651302777478,0.08473352185727022
ganymede,90,multi_well,,0.9949632350653862,0.8627915977145973,0.7183885049554541,2.47838756217201,2.3355096567540414,1.0209544962875654,0.8312639456000562
ganymede,90,per_well,49_22-Z01Z,0.01804779680944641,0.10961888869005405,0.2465423066900669,5.025431643168131,,0.019215786830875957,0.0187558761577714
ganymede,90,per_well,49_22-Z02Z,2.0744984984572206,5.814800388418645,2.117320479188536,2.940754113066017,,2.1510862696147033,2.00724737239814
ganymede,90,per_well,49_22-Z04,0.7716573716205022,4.5470173629754695,3.614885063295926,1.1206707924838553,,0.5936000452078806,0.5647441156597679
ganymede,90,per_well,49_22-Z05Z,0.5000140609075147,0.32028414408365885,0.2085250806646641,5.865211547920317,,0.4553564454240648,0.3910155092860739
ganymede,90,per_well,49_22-Z06,0.15923800192914553,0.15281639113193313,0.2691545823057686,5.716942021356775,,0.015904924381829756,0.010546759793414687
ganymede,90,per_well,49_22-Z07,1.5435135738489218,1.8320429147515496,1.5860308490269992,3.0632826389299037,,1.6661563987708061,1.490772457598139
ganymede,90,per_well,49_22-Z08,0.6904799990159785,0.20985914196953617,0.1612141410279675,1.283138943586313,,0.037285519236290664,0.0324360557668754
inner_mongolia,7,multi_well,,2.961206521189401,5.615765949336675,2.6920593845318366,3.1002360092071766,2.9339997116070013,,
inner_mongolia,14,multi_well,,4.1051749552124095,6.713078201835263,4.263274644579508,4.45439020795708,4.481167802482807,,
inner_mongolia,30,multi_well,,5.143431285705363,9.694929742088103,5.699145334988707,6.649764393729344,6.107928728040047,,
inner_mongolia,90,multi_well,,6.54905097324817,9.620733118524488,7.233904655392483,8.456409848472026,8.006042054116023,,
spe_berg,7,multi_well,,0.48966506038058843,0.8392136029943978,0.8426297763102552,,,,
